,app,review,rating,tokenized_review,replaced_review
8282,30일만에 뱃살 빼기 - 평평한 배 만들기,와 진짜 깜짝 놀란다 나 여덟 살인데 엄마한테 들킬까봐 완전 깜짝 놀랜다 이 앱 지워야지,1,,
8504,30일만에 뱃살 빼기 - 평평한 배 만들기,잘 사용하고있어요 근데 한가지 4일차때 휴식이라 나와있을때 확인 여러번누르면 기록창에서 날짜가 하나씩 늘어나고 운동 개수도 그만큼 늘어나요 3일차 운동하고 4일차 실수로 4번눌렀는데 운동횟수 7회로 나와있어서 결국 초기화시키고 다시시작했네요 이런오류만 좀 고쳐주셨음해요,2,휴식 확인 기록 날짜 운동 개수 운동 운동 횟수 초기 시작 오류,휴식 확인 기록 날짜 운동 개수 운동 운동 횟수 초기 시작 오류
8527,30일만에 뱃살 빼기 - 평평한 배 만들기,따라하면 좋을건같긴한데.... 동작끝나고 다음동작 넘어갈때 광고심하고. 소리가안나오거나. 큰화면으로 바뀌지않거나. 쉬는시간이 너무 질질끌거나해서 흐름이 무조건 끊긴다. 하다가 짜증나서 끄게됨. 유료버전을 하던지 하세요,2,동작 동작 광고 소리 화면 흐름 짜증 유료,동작 동작 광고 소리 화면 흐름 짜증 유료
8814,30일만에 뱃살 빼기 - 평평한 배 만들기,"운동은 되게 괜찮은데요, 리뷰제출창이 뜨더니 Gmail로 넘어가서는 안돌아와요. 그거 뻬고는 좋은 앱인데 아깝네요. 지우고 다시 깔고 있어요.",2,운동 리뷰 출창,운동 리뷰 출창
8823,30일만에 뱃살 빼기 - 평평한 배 만들기,아이들과 하는데 이상한 광고가 나오니 정말 짜증났ㄴㅔ요,2,광고 짜증,광고 짜증
8882,30일만에 뱃살 빼기 - 평평한 배 만들기,운동과는 별개로 앱을사용하는데 너무 불친절함 3번째 운동을하다가 실수로 넘겨버려서 4번째 운동에서 3번째로 안넘어가지네요 뒤로가기 를 만들어주시면 참 좋을것같아요 체계적으로 짜여져 있어서 순서대로 가는건 좋은데 이전운동을 못하고 넘어가니까 안한기분들어서 좀 그래요 중간부터 시작할수있게끔 운동을 누르면 그 구간부터 시작이 되야할탠데 그런게 없더라구요,1,운동 친절 운동 운동 체계 순서 운동 기분 시작 운동 구간 시작,운동 친절 운동 운동 체계 순서 운동 기분 시작 운동 구간 시작
8898,30일만에 뱃살 빼기 - 평평한 배 만들기,왜 자꾸 광고가 한개 끝날때마다 나오는거죠 ㅡㅡ 그거 없앨수없나요? 운동을 할수가 없네요..,1,광고 운동,광고 운동
8899,30일만에 뱃살 빼기 - 평평한 배 만들기,너무지겨움,1,,
8912,30일만에 뱃살 빼기 - 평평한 배 만들기,너무힘들어요.,1,,
8916,30일만에 뱃살 빼기 - 평평한 배 만들기,광고때문에 못하겟네요 짜증나서 ㅜㅜ,1,광고 짜증,광고 짜증
